Order_Date,Purchase_Price_Per_Unit,Quantity,Shipping_Address_State,Title,ASIN_ISBN_Product_Code,Category,Survey_ResponseID
2020-05-14,2.79,1.0,,One-Minute Inspirations for Women,0736957405,ABIS_BOOK,R_0TXaBMuEhEzmPVD
2020-04-30,4.98,1.0,,Mickey Mouse Straw Cup: Toddler Trainer Cup with Soft-tip Straw and Easy-Grasp Handles,B019JZOHQ4,DRINKING_CUP,R_0TXaBMuEhEzmPVD
2020-08-11,1.69,1.0,,"Purex Fabric Softener Dryer Sheets, Mountain Breeze, 40 Count",B00N4OSR8Q,FABRIC_SOFTENER,R_0TXaBMuEhEzmPVD
2021-11-11,19.99,1.0,,Sunflower Marijuana Cannabis Stoner Weed You Are My Sunshine T-Shirt,B083QRWFJZ,SHIRT,R_0TXaBMuEhEzmPVD
2020-06-14,1.06,1.0,,wet n wild Makeup Brush| Blush Brush| For Mineral & Liquid Makeup| Plush Fibers| Ergonomic Handle,B01EO2KP2M,COSMETIC_BRUSH,R_0TXaBMuEhEzmPVD
2020-11-01,3.39,1.0,,"JT Eaton 360 Answer Boric Acid Insecticidal Dust, 16 oz Bottle, 1_Pound",B000HMCAAO,LAB_CHEMICAL,R_0TXaBMuEhEzmPVD
2021-10-07,20.95,1.0,,American Soy Organics- 5 lb of Freedom Soy Wax Beads for Candle Making – Microwavable Soy Wax Beads – Premium Soy Candle Making Supplies,B0855LRHQ7,INDUSTRIAL_HOSE,R_0TXaBMuEhEzmPVD
2021-01-14,16.0,1.0,,"Golden Foods Natural Soy 444 Candle Making Wax, 5 lbs.",B00SLT6S8U,CANDLE,R_0TXaBMuEhEzmPVD
2020-06-11,1.0,2.0,,"Canine Carry Outs Sausage Links Beef Flavor Dog Snacks, 5 Ounce Bag",B072BYV875,PET_FOOD,R_0TXaBMuEhEzmPVD
2020-06-14,2.96,1.0,,"eos USDA Organic Balm to Moisturize Dry Lips, 100% Natural and Gluten Free, Long Lasting Hydration, Tropical Mango, 0.25 Oz",B07GV24K69,LIP_BALM,R_0TXaBMuEhEzmPVD
2020-11-01,8.0,1.0,,"Hanes Men's Sweatpants, EcoSmart Best Sweatpants for Men, Men's Athletic Lounge Pants with Cinched Cuffs",B01NAGOW9L,PANTS,R_0TXaBMuEhEzmPVD
2021-12-06,2.99,1.0,,"Carson Dellosa Sight Words Flash Cards Kindergarten, 54 First Words Flash Cards, High Frequency Vocabulary Words, and Picture Words Flash Cards for Toddlers Ages 4+",0769647197,ABIS_BOOK,R_0TXaBMuEhEzmPVD
2020-06-22,4.99,1.0,,"Hoyle 6 in 1 Fun Pack - Kids Card Games - Ages 3 & Up - Memory, Go Fish, Crazy Eights, Old Maid, Matching, Slap Jack",B00127UYRE,TABLETOP_GAME,R_0TXaBMuEhEzmPVD
2020-06-06,2.67,1.0,,"Baby Magic Gentle Baby Lotion, Vitamins & Aloe, Free of Parabens, Phthalates, Sulfates and Dyes, Camellia Oil & Marshmallow Root Original Scent, 16.5 Fl Oz",B07P3NTCFM,SKIN_MOISTURIZER,R_0TXaBMuEhEzmPVD
2020-05-03,2.98,1.0,,"TOMY Take & Toss Toddler Bowls with Lids - 8oz, 6 pack, Colors May Vary (Y1032)",B000096M2Z,DRINKING_CUP,R_0TXaBMuEhEzmPVD
2020-08-27,2.5,1.0,,Group Gift Wedding Contribution,B071DPM9RD,GIFT_CARD,R_0TXaBMuEhEzmPVD
2020-04-30,6.99,1.0,,Sign Language: My First 100 Words,0545056578,ABIS_BOOK,R_0TXaBMuEhEzmPVD
2020-05-10,1.18,1.0,,Hithop Cute Turtle Pendant Necklace Lovely Animals White Fire Opal Plated Silver Necklace Jewellery Gifts,B07VK7RMGY,NECKLACE,R_0TXaBMuEhEzmPVD
2020-07-26,2.57,1.0,,"Ziploc Twist N Loc Food Storage Meal Prep Containers Reusable for Kitchen Organization, Dishwasher Safe, Small Round, 3 Count",B00U5MQJ1M,FOOD_STORAGE_CONTAINER,R_0TXaBMuEhEzmPVD
2020-09-25,2.5,1.0,,Group Gift Wedding Contribution,B071DPM9RD,GIFT_CARD,R_0TXaBMuEhEzmPVD
2022-04-05,9.99,2.0,,6 Pieces Evil Eye Pendant Necklace Turkish Blue Eye Necklace Glass Eye Leather Rope Chain Necklace for Women Men,B099F7MQ6B,NECKLACE,R_0TXaBMuEhEzmPVD
2020-05-03,5.0,1.0,,Group Gifting Baby Registry Contribution,B07F4F8N6Z,GIFT_CARD,R_0TXaBMuEhEzmPVD
2020-05-10,1.29,1.0,,"Yardley London Moisturizing Bath Soap Bar Cocoa Butter, Helps Soften Dry Skin with Pure Cocoa, Shea Butter and Vitamin E, 4.0 oz Bath Bar, 1 Soap Bar",B004KVD1HY,SKIN_CLEANING_AGENT,R_0TXaBMuEhEzmPVD
2020-07-07,2.37,1.0,,Group Gift Wedding Contribution,B071DPM9RD,GIFT_CARD,R_0TXaBMuEhEzmPVD
2020-12-01,4.79,1.0,,"100pcs Candle Wick Stickers, Hot Wax Wick Stickers Heat Resistance Double-Sided Stickers Adhesive Wick Stickers Bulk for Candle Making",B08CMLK59X,STICKER_DECAL,R_0TXaBMuEhEzmPVD
2020-07-13,4.0,1.0,,Group Gifting Baby Registry Contribution,B07F4F8N6Z,GIFT_CARD,R_0TXaBMuEhEzmPVD
2020-07-14,2.31,1.0,,Group Gifting Baby Registry Contribution,B07F4F8N6Z,GIFT_CARD,R_0TXaBMuEhEzmPVD
2020-06-14,1.98,1.0,,"Lipstick By Wet n Wild Mega Last High-Shine Lipstick Lip Color Makeup, Peach Peach Please",B082YQ6K5C,LIP_COLOR,R_0TXaBMuEhEzmPVD
2020-06-30,0.83,1.0,,Amazon.com Gift Card Balance Reload,B00IX1I3G6,GIFT_CARD,R_0TXaBMuEhEzmPVD
2022-11-07,2.19,1.0,,Amazon Reload,B086KKT3RX,ABIS_GIFT_CARD,R_0UsrHmkw7rRzoeB
2020-02-05,25.0,1.0,,Amazon.com Gift Card Balance Reload,B00IX1I3G6,GIFT_CARD,R_0UsrHmkw7rRzoeB
2021-04-15,50.0,1.0,,Amazon.com Gift Card Balance Reload,B00IX1I3G6,GIFT_CARD,R_0UsrHmkw7rRzoeB
2022-10-04,50.0,1.0,,Amazon.com Gift Card Balance Auto-Reload,B016CFN4RW,GIFT_CARD,R_0c8VclJcriEXQqZ
2021-07-29,43.74,1.0,,"WWDOLL KN95 Face Mask 50 PCs, Multiple Colour 5 Layers KN95 Masks, Disposable Respirator Protection Mask for Men and Women(Pink, Blue, Grey, Red, Purple)",B08Q8HKCTW,RESPIRATOR,R_0c8VclJcriEXQqZ
2022-12-21,10.0,1.0,,Amazon Reload,B086KKT3RX,ABIS_GIFT_CARD,R_0c8VclJcriEXQqZ
2019-09-11,7.99,1.0,,"ProCase iPad Pro 12.9 2020/2018/2017/2015 Sleeve Envelope Case, Ultra Slim and Lightweight Protective Sleeve Case for iPad Pro 12.9 with Pencil Stylus Holder Pocket, iPad Pro Sleeve Bag (Brown)",B01AXOQ7AE,PORTABLE_ELECTRONIC_DEVICE_COVER,R_0dNGfZ4GvtFvxu1
2022-04-01,19.99,1.0,,JN Jasmine's Night Women Sexy Lingerie Set With Nightgown Garter and Handcuffs,B0996C5CCB,BRA_UNDERWEAR_SET,R_0dgKWjG8E9DtkfD
2022-04-28,6.5,1.0,,Amazon.com eGift Card,B07PCMWTSG,GIFT_CARD,R_0e9mwIgnQ7UBcGJ
2020-05-14,29.9,1.0,,Elibelle Japanese anime lolita cherry sakura flower printing kimono costumes fancy dress maid cat headband socks set(DHF001) Pink,B07MPC6H63,COSTUME_OUTFIT,R_0eyuL7xzgnVeTRf
2020-04-17,21.94,1.0,,easyforever Women's Shiny PVC Pencil Mini Dress Slim Halter Bodycon Bodysuit Nightclub Party Dress,B07S18JSP4,DRESS,R_0eyuL7xzgnVeTRf
2022-09-03,25.9,1.0,,QD-Tizer Pink Synthetic Hair Wigs Natural Red Pink Mixed Long Straight Hair Heat Resistant Synthetic Wigs for Fashion Women,B093V2F7DS,WIG,R_0eyuL7xzgnVeTRf
2018-01-28,50.0,1.0,,Gamestop Gift Cards - E-mail Delivery,B00MV9FCFQ,GIFT_CARD,R_0ik28Zx98AWSuWd
2018-06-16,50.0,1.0,,Amazon eGift Card - To my Dad (Animated) [American Greetings],B06XWX4KB7,GIFT_CARD,R_0ik28Zx98AWSuWd
2018-06-14,49.99,1.0,,$50 PlayStation Store Gift Card [Digital Code],B004RMK4P8,DOWNLOADABLE_VIDEO_GAME,R_0ik28Zx98AWSuWd
2018-03-28,50.0,1.0,,Gamestop Gift Cards - E-mail Delivery,B00MV9FCFQ,GIFT_CARD,R_0ik28Zx98AWSuWd
2018-03-15,3.99,1.0,,"Leviton 80405-W 2-Gang 1-Toggle 1-Decora/GFCI Device Combination Wallplate, Standard Size, Thermoset, Device Mount, White",B00002NAQT,WALL_PLATE,R_0lHgeveolyaJhND
2018-04-14,7.85,2.0,,The Bible: In the Beginning [Blu-ray],B004L3ARS2,PHYSICAL_MOVIE,R_0lHgeveolyaJhND
2020-05-26,23.99,1.0,,"Milliard 14” Flexible Spa and Pool Vacuum Head, Great for Cleaning Debris from Pool Floors",B00IT2VZIC,POOL_VACUUM,R_0lHgeveolyaJhND
2019-12-25,19.79,1.0,,Amoji Slippers House Home Clogs Shoes,B078WQRLSZ,SHOES,R_0lHgeveolyaJhND
2021-07-02,100.0,1.0,,Sephora Gift Cards - E-mail Delivery,B01MQQJ896,GIFT_CARD,R_0lHgeveolyaJhND
2018-09-15,45.99,1.0,,"Kingston 240GB A400 SATA 3 2.5"" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",B01N5IB20Q,COMPUTER_DRIVE_OR_STORAGE,R_0lHgeveolyaJhND
2018-07-29,17.34,1.0,,ATD Tools 5192 Transmission Drain Funnel,B00A7EU81A,FUNNEL,R_0lHgeveolyaJhND
2018-04-13,18.99,1.0,,Nulaxy Wireless in-Car Bluetooth FM Transmitter Radio Adapter Car Kit W 1.44 Inch Display Supports TF/SD Card and USB Car Charger for All Smartphones Audio Players-KM18,B018E0I01I,WIRELESS_AUDIO_ADAPTER,R_0lHgeveolyaJhND
2018-04-12,16.9,1.0,,ZeniPower Hearing Aid Batteries Size: 13 (60 Batteries),B0002SQ45A,BATTERY,R_0lHgeveolyaJhND
2020-01-30,11.41,1.0,,"Nail Art Drill KIT, Aooher Professional Finger Toe Nail Care Electric Nail Polishing Machine Manicure Kit Nail",B0171UR798,BEAUTY,R_0lHgeveolyaJhND
2018-09-29,26.88,1.0,,"Blue Emu Muscle and Joint Deep Soothing Original Analgesic Cream, 1 Pack 12oz,00234",B000H0JYYG,HEALTH_PERSONAL_CARE,R_0lHgeveolyaJhND
2021-06-11,30.0,1.0,,Amazon.com Gift Card Balance Reload,B00IX1I3G6,GIFT_CARD,R_0lHgeveolyaJhND
2019-12-25,75.0,1.0,,Amazon.com eGift Card,B07YJFBV2P,ELECTRONIC_GIFT_CARD,R_0lHgeveolyaJhND
2020-05-02,13.39,1.0,,,B00GK1NZJG,,R_0lHgeveolyaJhND
2021-06-22,100.0,1.0,,Best Buy Gift Cards - Email Delivery,B07RTN4C77,GIFT_CARD,R_0lHgeveolyaJhND
2022-11-26,116.0,1.0,,Safeway Gift Card - Email Delivery (Must print eGift to redeem),B01FYJMPLS,ELECTRONIC_GIFT_CARD,R_0lHgeveolyaJhND
2019-11-20,8.63,2.0,,"NOW Supplements, Kelp 325 mcg of Natural Iodine, Supports Healthy Thyroid Function*, Super Green, 250 Veg Capsules",B0009A0LDM,NUTRITIONAL_SUPPLEMENT,R_0lHgeveolyaJhND
2020-03-13,17.99,1.0,,"Utopia Bedding Queen Sheet Set (Quatrefoil Grey) - 1 Fitted Sheet, 1 Flat Sheet and 2 Pillowcases - Soft Brushed Microfiber Bed Sheets",B06WVCFFXD,BED_LINEN_SET,R_0lHgeveolyaJhND
2018-05-22,39.99,1.0,,SAMSUNG (MB-ME128GA/AM) 128GB 100MB/s (U3) MicroSDXC EVO Select Memory Card with Full-Size Adapter,B06XWZWYVP,FLASH_MEMORY,R_0lHgeveolyaJhND
2018-11-25,19.99,1.0,,"Simple Joys by Carter's Baby Boys' Jumpsuits, Pack of 3",B075XQWB1Z,SHIRT,R_0lHgeveolyaJhND
2019-08-27,100.0,1.0,,Best Buy Gift Card,B07RQ9VFN6,GIFT_CARD,R_0lHgeveolyaJhND
2019-10-26,50.0,1.0,,Uber Gift Card,B07TSFXKGM,GIFT_CARD,R_0lHgeveolyaJhND
2020-07-19,100.0,1.0,,Best Buy Gift Card,B07RQ9VFN6,GIFT_CARD,R_0lHgeveolyaJhND
2018-01-18,21.9,1.0,,"Selens 43 Inch (110cm) Photography Reflector, Collapsible Light Reflector with Carrying Case, 5 in 1 Reflector for Photography Photo Studio Lighting -Translucent, Silver, Gold, White and Black",B00UR9AS9W,CAMERA_STAGE_LIGHTING_MODIFIER,R_0lHgeveolyaJhND
2018-07-18,17.99,1.0,,"Gamo 63209275554 Performance Airgun Pellets Combo Pack 950 Assorted, .22 Caliber",B004T1FS9Y,AIR_GUN_PROJECTILE,R_0lHgeveolyaJhND
2018-07-18,15.87,1.0,,"Atomic Fireballs Candy, 5 Pound Bulk Bag",B001F35WSQ,SUGAR_CANDY,R_0lHgeveolyaJhND
2019-04-25,100.0,1.0,,Best Buy Gift Card $100,B07JHSXKHJ,GIFT_CARD,R_0lHgeveolyaJhND
2018-09-25,14.94,1.0,,"Xenadrine Weight Loss Pills for Women & Men Ultimate Increase Metabolism & Energy Booster Energy Supplements, 120 Count",B012CFGEFK,NUTRITIONAL_SUPPLEMENT,R_0lHgeveolyaJhND
2018-03-14,13.99,1.0,,"LYMFHCH Men's Military Watch, Waterproof Sports Watches for Men, LED Screen Large Face Casual Luminous Stopwatch Digital Tactical Watch",B071NZSPT6,WATCH,R_0lHgeveolyaJhND
2020-04-30,13.99,1.0,,LULUME Baby Rail Net - Banister Stair and Balcony Net for Indoor & Outdoor - Pet and Toy -10 ft x 2.5 ft,B07HCDS1X6,TEMPORARY_GATE,R_0pRmRjHkwStzNQJ
2023-01-14,40.0,1.0,,Gift Registry Contribution,B071DPM9RD,GIFT_CARD,R_0pRmRjHkwStzNQJ
2020-05-09,5.5,1.0,,"Zarbee's Baby Nasal Saline Spray, Soothing Sterile Mist with Aloe, Newborns & Up, Cleansing Nose Relief, 3Fl Oz",B079L6TNKM,MEDICATION,R_0pRmRjHkwStzNQJ
2021-05-03,9.99,1.0,,Senior Class of 2021 Water Bottle Labels - 24 Stickers (Purple and White),B08JQQ7TWL,HEALTH_PERSONAL_CARE,R_0pwPNbvgpZlir2V
2020-12-22,15.99,1.0,,FREESEA 25 Watt Aquarium Betta Fish Tank Heater with Aquarium Submersible Thermometer,B07STZ447W,THERMOMETER,R_0wCTiXC54rMN0J3
2020-12-23,6.98,1.0,,"2 Pack Betta Fish Leaf Pad Cousduobe Improves Betta's Health by Simulating The Natural Habitat - Natural, Organic, Comfortable Rest Area for Fish Aquarium",B07HQ61P7Q,ARTIFICIAL_PLANT,R_0wCTiXC54rMN0J3
2018-04-27,10.99,1.0,,"TW Desk Lamps for Home Office - Super Bright Small Desk Lamp with USB Charging Port, a Perfect LED Desk Light as Study Lamp, Bedside Reading Lights, White",B013REF5VE,LAMP,R_0wCTiXC54rMN0J3
2020-12-23,30.0,8.0,,Grubhub Gift Cards - Email Delivery,B0817KVYD2,ELECTRONIC_GIFT_CARD,R_10AYiyZ8qGWd6td
2020-12-30,30.0,1.0,,Chili's Grill & Bar Email Gift Card,B07ZDWT2TZ,GIFT_CARD,R_10AYiyZ8qGWd6td
2018-11-10,36.14,1.0,,Fujifilm Instax Mini Instant Film Value Pack - 60 Photos,B01E3QM34W,PHOTOGRAPHIC_FILM,R_10GfwNctrOL9e2t
2020-07-09,59.99,1.0,,,B07H92F8Y7,,R_10GfwNctrOL9e2t
2021-11-27,17.99,1.0,,"UrbHome Large Hair Rollers, Self Grip, Salon Hairdressing Curlers (24 Pack)",B0719PXMCL,HAIR_ROLLER,R_10GfwNctrOL9e2t
2022-04-10,9.99,2.0,,"Cooling Eye Mask -HM Mask- Reusable Gel Eye Mask Cold Pack -Our Ice Eye Mask Soothes Puffy Eyes, Dark Circles & Hangovers- Relieve Your Headaches & Sinus Pain With Cold Eye Mask & Eye Gel Mask Therapy",B075M9ZLB2,BEAUTY,R_10GfwNctrOL9e2t
2020-07-12,13.99,1.0,,"Elete Exercise Resistance Bands | Set of 1 Resistance Loops Include 5 Bands - Extra Heavy Resistance | 12 Inch Work Out Bands and Instruction Guide | Perfect for Gym, Fitness, Yoga (1 Set)",B07F3Y4BTK,EXERCISE_BAND,R_10GfwNctrOL9e2t
2021-08-10,14.99,1.0,,"2 Pack Passport and Vaccine Card Holder Combo, TIGARI Passport Holder with Vaccine Card Slot, Travel Essentials for Men Women, Passport Cover/passport Case/Passport Wallet, Travel Gifts",B0998YCFC3,WALLET,R_10GfwNctrOL9e2t
2020-08-06,19.99,1.0,,"UGREEN USB C Hub, 6-in-1 USB C to USB Adapter, 4K HDMI Adapter Multiport Dongle, 3 USB 3.0 Ports, SD/TF Card Reader, USB Converter Compatible with Laptop, MacBook Pro, iPad and More Type C Devices",B07RV1ZCWJ,MULTIPORT_HUB,R_10GfwNctrOL9e2t
2021-11-27,1.99,1.0,,"Goody Slideproof Womens Bobby Pin - 48 Count, Crimpled Brown - 2 Inch Pins Help Keep Hairs In Place - Hair Accessories to Style With Ease and Keep Your Hair Secured - For All Hair Types - Pain Free",B00E9SP888,HAIR_CLIP,R_10GfwNctrOL9e2t
2019-02-20,28.99,1.0,,"Hamilton Beach 46205 Programmable, Coffee Maker, Standard",B01N7VIDWY,COFFEE_MAKER,R_10GfwNctrOL9e2t
2020-10-20,16.99,1.0,,"Morvally Short Straight Bob Wig Heat Resistant Hair with Blunt Bangs Natural Looking Cosplay Costume Daily Wigs (14"", Green)",B07QLDQZRL,WIG,R_10GfwNctrOL9e2t
2020-05-13,12.99,1.0,,"Bebe and Cece Oatmeal & Shea Butter Dog Shampoo, 16-Ounce",B00555RCTM,SHAMPOO,R_10GfwNctrOL9e2t
2022-09-15,6.99,1.0,,Holder Case for AirTags Ultra Light Silicone Sleeve for AirTags Durable Anti-Scratch Protective Skin Cover with Anti-Losing Keychain Ring Accessory Compatible with Apple AirTags Red,B094Y75583,PORTABLE_ELECTRONIC_DEVICE_COVER,R_10GfwNctrOL9e2t
2022-05-16,8.99,1.0,,"OXO Good Grips Deep Clean Brush Set, Blue",B073R3D1C9,CLEANING_BRUSH,R_10GfwNctrOL9e2t
2022-05-21,12.99,1.0,,"Potaroma Cat Toys Flopping Fish with SilverVine and Catnip, 2022 Upgraded, Moving Cat Kicker, Floppy Wiggle Fish for Small Dogs, Motion Kitten Toy Interactive Cat Exercise Toys, Mice Animal Toys 10.5""",B083S3ZXDF,PET_TOY,R_10GfwNctrOL9e2t
2022-09-18,26.5,1.0,,Nippies Nipple Cover - Sticky Adhesive Silicone Nipple Pasties - Reusable Pasty Nipple Covers for Women with Travel Box,B001PU9A9Q,BREAST_PETAL,R_10GfwNctrOL9e2t
2020-10-20,9.99,1.0,,Uniwit Mini Portable Vocal/Instrument Microphone for Mobile Phone Laptop Notebook Apple iPhone Sumsung Android with Holder Clip - Silver,B019F8ALVU,MICROPHONE,R_10GfwNctrOL9e2t
2019-01-14,10.99,1.0,,"3 Pack Medical Compression Sock-Compression Sock For Women and Men Circulation -Best for Running,Nursing,Athletic Sports",B074356PTB,SOCKS,R_10GfwNctrOL9e2t
2018-06-04,3.0,1.0,,Wilton Cake Leveler,B009NCINCS,KITCHEN,R_10GfwNctrOL9e2t
2022-05-23,28.95,1.0,,"Duralex Made In France Picardie Tumbler Set of 6, 17.62 oz",B002GUK4NU,DRINKING_CUP,R_10GfwNctrOL9e2t
2022-06-06,19.97,1.0,,"Physician's CHOICE Probiotics 60 Billion CFU - 10 Diverse Strains Plus Organic Prebiotic, Designed for Overall Digestive Health and Supports Occasional Constipation, Diarrhea, Gas & Bloating",B079H53D2B,NUTRITIONAL_SUPPLEMENT,R_10GfwNctrOL9e2t
2022-05-18,11.26,1.0,,"Amazon Basics 36 Pack AAA High-Performance Alkaline Batteries, 10-Year Shelf Life, Easy to Open Value Pack",B00LH3DMUO,BATTERY,R_10GfwNctrOL9e2t
2021-04-10,10.95,1.0,,"Ingrown Hair Tweezers by Zizzili Basics - Surgical Grade Stainless Steel Fine Pointed Tweezers - Precision Aligned Tips for Splinter, Eyebrow & Facial Hair Removal - with Bonus Tip Guard & Carry Pouch",B01JTNWM36,TWEEZER,R_10GfwNctrOL9e2t
2022-02-07,11.99,1.0,,"SUMAJU 2 in 1 Candle Accessory Set, Candle Wick Trimmer Stainless Steel Candle Wick Clipper Cutter Scissor, Candle Wick Dipper for Candle Lovers (Black)",B08M3RCBLT,HOME,R_10GfwNctrOL9e2t
2022-05-14,10.69,1.0,,"Hefty Recycling Trash Bags, Blue, 13 Gallon, 60 Count",B01MRI9H1G,WASTE_BAG,R_10GfwNctrOL9e2t
2021-02-04,6.98,1.0,,"24 Packs Duck Bill Clips, Bantoye 3.5 Inches Rustproof Metal Alligator Curl Clips with Holes for Hair Styling, Hair Coloring, Silver",B07D52FVNJ,HAIR_CLIP,R_10GfwNctrOL9e2t
2021-12-01,9.99,1.0,,"Heatless Curling Rod Headband, No Heat Curl Ribbon with Hair Clips and Scrunchie, Sleeping Curls Silk Ribbon Hair Rollers",B094Y2CY6H,HAIR_ROLLER,R_10GfwNctrOL9e2t
2018-11-03,63.99,1.0,,Audio-Visual Direct Frosted Glass Dry-Erase Board Set - 3' x 2' - Includes Hardware & Marker Tray (Non-Magnetic),B004QWAOQ8,WRITING_BOARD,R_10GfwNctrOL9e2t
2018-04-11,7.56,1.0,,"Tom's of Maine Whole Care Fluoride Toothpaste, Natural Toothpaste, Whitening Toothpaste, Spearmint, 4.7 Ounce, 2-Pack",B00JUJ140M,TOOTH_CLEANING_AGENT,R_10GfwNctrOL9e2t
2018-07-11,9.87,1.0,,"Mrs. Meyer's Hand Soap, Made with Essential Oils, Biodegradable Formula, Lemon Verbena, 12.5 fl. oz - Pack of 3",B00NU9MJYS,SKIN_CLEANING_AGENT,R_10GfwNctrOL9e2t
2018-07-27,18.95,1.0,,"Easy Posture Lumbar Support (New Twin Mesh) (Double-Lock Straps) for Car Office Chair, 1PC/2PC, Back Support Office Chair, Lumbar Support Pillow",B00LGCWXCO,ORTHOPEDIC_BRACE,R_10GfwNctrOL9e2t
